profile,minute,load_kW,set,method,reserve_bid_kW,minute_shortfall_kW,minute_violation
133,28,566.9282,out_of_sample,CVaR,263.8803,0.0,False
133,29,560.5448,out_of_sample,CVaR,263.8803,0.0,False
133,30,540.5106,out_of_sample,CVaR,263.8803,0.0,False
133,31,553.6052,out_of_sample,CVaR,263.8803,0.0,False
133,32,561.5411,out_of_sample,CVaR,263.8803,0.0,False
133,33,557.0769,out_of_sample,CVaR,263.8803,0.0,False
133,34,541.3595,out_of_sample,CVaR,263.8803,0.0,False
133,35,534.0614,out_of_sample,CVaR,263.8803,0.0,False
133,36,515.4256,out_of_sample,CVaR,263.8803,0.0,False
133,37,526.8152,out_of_sample,CVaR,263.8803,0.0,False
133,38,511.4705,out_of_sample,CVaR,263.8803,0.0,False
133,39,516.9731,out_of_sample,CVaR,263.8803,0.0,False
133,40,510.602,out_of_sample,CVaR,263.8803,0.0,False
133,41,499.2432,out_of_sample,CVaR,263.8803,0.0,False
133,42,505.9612,out_of_sample,CVaR,263.8803,0.0,False
133,43,506.1993,out_of_sample,CVaR,263.8803,0.0,False
133,44,518.1607,out_of_sample,CVaR,263.8803,0.0,False
133,45,507.6445,out_of_sample,CVaR,263.8803,0.0,False
133,46,503.4927,out_of_sample,CVaR,263.8803,0.0,False
133,47,483.519,out_of_sample,CVaR,263.8803,0.0,False
133,48,467.9422,out_of_sample,CVaR,263.8803,0.0,False
133,49,494.0117,out_of_sample,CVaR,263.8803,0.0,False
133,50,519.7434,out_of_sample,CVaR,263.8803,0.0,False
133,51,522.401,out_of_sample,CVaR,263.8803,0.0,False
133,52,515.4831,out_of_sample,CVaR,263.8803,0.0,False
133,53,514.5459,out_of_sample,CVaR,263.8803,0.0,False
133,54,525.3272,out_of_sample,CVaR,263.8803,0.0,False
133,55,520.8112,out_of_sample,CVaR,263.8803,0.0,False
133,56,524.2252,out_of_sample,CVaR,263.8803,0.0,False
133,57,524.5868,out_of_sample,CVaR,263.8803,0.0,False
133,58,519.2005,out_of_sample,CVaR,263.8803,0.0,False
133,59,514.7395,out_of_sample,CVaR,263.8803,0.0,False
133,60,518.8601,out_of_sample,CVaR,263.8803,0.0,False
134,1,541.6231,out_of_sample,CVaR,263.8803,0.0,False
134,2,559.4776,out_of_sample,CVaR,263.8803,0.0,False
134,3,559.5655,out_of_sample,CVaR,263.8803,0.0,False
134,4,570.4044,out_of_sample,CVaR,263.8803,0.0,False
134,5,552.6909,out_of_sample,CVaR,263.8803,0.0,False
134,6,550.1719,out_of_sample,CVaR,263.8803,0.0,False
134,7,552.7743,out_of_sample,CVaR,263.8803,0.0,False
134,8,573.8471,out_of_sample,CVaR,263.8803,0.0,False
134,9,553.3732,out_of_sample,CVaR,263.8803,0.0,False
134,10,553.7986,out_of_sample,CVaR,263.8803,0.0,False
134,11,569.4984,out_of_sample,CVaR,263.8803,0.0,False
134,12,560.6866,out_of_sample,CVaR,263.8803,0.0,False
134,13,558.4381,out_of_sample,CVaR,263.8803,0.0,False
134,14,561.6855,out_of_sample,CVaR,263.8803,0.0,False
134,15,562.8493,out_of_sample,CVaR,263.8803,0.0,False
134,16,577.4642,out_of_sample,CVaR,263.8803,0.0,False
134,17,578.9318,out_of_sample,CVaR,263.8803,0.0,False
134,18,588.799,out_of_sample,CVaR,263.8803,0.0,False
134,19,580.3919,out_of_sample,CVaR,263.8803,0.0,False
134,20,568.9825,out_of_sample,CVaR,263.8803,0.0,False
134,21,563.8924,out_of_sample,CVaR,263.8803,0.0,False
134,22,549.8909,out_of_sample,CVaR,263.8803,0.0,False
134,23,553.8182,out_of_sample,CVaR,263.8803,0.0,False
134,24,548.4149,out_of_sample,CVaR,263.8803,0.0,False
134,25,540.6487,out_of_sample,CVaR,263.8803,0.0,False
134,26,545.3807,out_of_sample,CVaR,263.8803,0.0,False
134,27,532.998,out_of_sample,CVaR,263.8803,0.0,False
134,28,541.1358,out_of_sample,CVaR,263.8803,0.0,False
134,29,535.7169,out_of_sample,CVaR,263.8803,0.0,False
134,30,547.2473,out_of_sample,CVaR,263.8803,0.0,False
134,31,541.8165,out_of_sample,CVaR,263.8803,0.0,False
134,32,547.241,out_of_sample,CVaR,263.8803,0.0,False
134,33,547.4641,out_of_sample,CVaR,263.8803,0.0,False
134,34,553.2922,out_of_sample,CVaR,263.8803,0.0,False
134,35,552.0847,out_of_sample,CVaR,263.8803,0.0,False
134,36,533.3059,out_of_sample,CVaR,263.8803,0.0,False
134,37,543.5326,out_of_sample,CVaR,263.8803,0.0,False
134,38,541.6095,out_of_sample,CVaR,263.8803,0.0,False
134,39,548.7418,out_of_sample,CVaR,263.8803,0.0,False
134,40,554.0876,out_of_sample,CVaR,263.8803,0.0,False
134,41,544.2261,out_of_sample,CVaR,263.8803,0.0,False
134,42,534.209,out_of_sample,CVaR,263.8803,0.0,False
134,43,541.176,out_of_sample,CVaR,263.8803,0.0,False
134,44,537.8042,out_of_sample,CVaR,263.8803,0.0,False
134,45,547.3183,out_of_sample,CVaR,263.8803,0.0,False
134,46,544.6284,out_of_sample,CVaR,263.8803,0.0,False
134,47,554.3589,out_of_sample,CVaR,263.8803,0.0,False
134,48,556.9983,out_of_sample,CVaR,263.8803,0.0,False
134,49,558.0396,out_of_sample,CVaR,263.8803,0.0,False
134,50,552.4007,out_of_sample,CVaR,263.8803,0.0,False
134,51,553.5586,out_of_sample,CVaR,263.8803,0.0,False
134,52,564.2275,out_of_sample,CVaR,263.8803,0.0,False
134,53,561.1795,out_of_sample,CVaR,263.8803,0.0,False
134,54,564.3727,out_of_sample,CVaR,263.8803,0.0,False
134,55,562.3423,out_of_sample,CVaR,263.8803,0.0,False
134,56,561.3313,out_of_sample,CVaR,263.8803,0.0,False
134,57,576.4076,out_of_sample,CVaR,263.8803,0.0,False
134,58,584.4202,out_of_sample,CVaR,263.8803,0.0,False
134,59,580.194,out_of_sample,CVaR,263.8803,0.0,False
134,60,577.7553,out_of_sample,CVaR,263.8803,0.0,False
135,1,371.6651,out_of_sample,CVaR,263.8803,0.0,False
135,2,388.2422,out_of_sample,CVaR,263.8803,0.0,False
135,3,384.3668,out_of_sample,CVaR,263.8803,0.0,False
135,4,401.9381,out_of_sample,CVaR,263.8803,0.0,False
135,5,406.8584,out_of_sample,CVaR,263.8803,0.0,False
135,6,402.3153,out_of_sample,CVaR,263.8803,0.0,False
135,7,421.6531,out_of_sample,CVaR,263.8803,0.0,False
135,8,440.0325,out_of_sample,CVaR,263.8803,0.0,False
135,9,444.2938,out_of_sample,CVaR,263.8803,0.0,False
135,10,452.5656,out_of_sample,CVaR,263.8803,0.0,False
135,11,460.4899,out_of_sample,CVaR,263.8803,0.0,False
135,12,473.7913,out_of_sample,CVaR,263.8803,0.0,False
135,13,478.8498,out_of_sample,CVaR,263.8803,0.0,False
135,14,462.7588,out_of_sample,CVaR,263.8803,0.0,False
135,15,481.9728,out_of_sample,CVaR,263.8803,0.0,False
135,16,489.4226,out_of_sample,CVaR,263.8803,0.0,False
135,17,480.1934,out_of_sample,CVaR,263.8803,0.0,False
135,18,466.8212,out_of_sample,CVaR,263.8803,0.0,False
135,19,470.3324,out_of_sample,CVaR,263.8803,0.0,False
135,20,465.5102,out_of_sample,CVaR,263.8803,0.0,False
135,21,467.2529,out_of_sample,CVaR,263.8803,0.0,False
135,22,472.8098,out_of_sample,CVaR,263.8803,0.0,False
135,23,464.4772,out_of_sample,CVaR,263.8803,0.0,False
135,24,451.5112,out_of_sample,CVaR,263.8803,0.0,False
135,25,454.9726,out_of_sample,CVaR,263.8803,0.0,False
135,26,448.6688,out_of_sample,CVaR,263.8803,0.0,False
135,27,449.7501,out_of_sample,CVaR,263.8803,0.0,False
135,28,435.6344,out_of_sample,CVaR,263.8803,0.0,False
135,29,433.9455,out_of_sample,CVaR,263.8803,0.0,False
135,30,441.9487,out_of_sample,CVaR,263.8803,0.0,False
135,31,447.7173,out_of_sample,CVaR,263.8803,0.0,False
135,32,438.6665,out_of_sample,CVaR,263.8803,0.0,False
135,33,426.7202,out_of_sample,CVaR,263.8803,0.0,False
135,34,427.8684,out_of_sample,CVaR,263.8803,0.0,False
135,35,434.157,out_of_sample,CVaR,263.8803,0.0,False
135,36,437.9645,out_of_sample,CVaR,263.8803,0.0,False
135,37,431.982,out_of_sample,CVaR,263.8803,0.0,False
135,38,434.6671,out_of_sample,CVaR,263.8803,0.0,False
135,39,448.936,out_of_sample,CVaR,263.8803,0.0,False
135,40,448.3934,out_of_sample,CVaR,263.8803,0.0,False
135,41,429.4192,out_of_sample,CVaR,263.8803,0.0,False
135,42,430.9856,out_of_sample,CVaR,263.8803,0.0,False
135,43,450.6868,out_of_sample,CVaR,263.8803,0.0,False
135,44,434.6413,out_of_sample,CVaR,263.8803,0.0,False
135,45,433.6392,out_of_sample,CVaR,263.8803,0.0,False
135,46,430.1598,out_of_sample,CVaR,263.8803,0.0,False
135,47,430.2994,out_of_sample,CVaR,263.8803,0.0,False
135,48,431.4016,out_of_sample,CVaR,263.8803,0.0,False
135,49,441.8402,out_of_sample,CVaR,263.8803,0.0,False
135,50,440.5011,out_of_sample,CVaR,263.8803,0.0,False
135,51,451.2892,out_of_sample,CVaR,263.8803,0.0,False
135,52,446.889,out_of_sample,CVaR,263.8803,0.0,False
135,53,440.7606,out_of_sample,CVaR,263.8803,0.0,False
135,54,432.2575,out_of_sample,CVaR,263.8803,0.0,False
135,55,413.3867,out_of_sample,CVaR,263.8803,0.0,False
135,56,417.8091,out_of_sample,CVaR,263.8803,0.0,False
135,57,439.5908,out_of_sample,CVaR,263.8803,0.0,False
135,58,442.915,out_of_sample,CVaR,263.8803,0.0,False
135,59,448.2438,out_of_sample,CVaR,263.8803,0.0,False
135,60,442.0565,out_of_sample,CVaR,263.8803,0.0,False
136,1,402.2731,out_of_sample,CVaR,263.8803,0.0,False
136,2,415.8741,out_of_sample,CVaR,263.8803,0.0,False
136,3,419.9663,out_of_sample,CVaR,263.8803,0.0,False
136,4,425.1385,out_of_sample,CVaR,263.8803,0.0,False
136,5,419.8862,out_of_sample,CVaR,263.8803,0.0,False
136,6,408.1506,out_of_sample,CVaR,263.8803,0.0,False
136,7,400.8762,out_of_sample,CVaR,263.8803,0.0,False
136,8,406.0878,out_of_sample,CVaR,263.8803,0.0,False
136,9,407.1125,out_of_sample,CVaR,263.8803,0.0,False
136,10,396.1069,out_of_sample,CVaR,263.8803,0.0,False
136,11,400.6221,out_of_sample,CVaR,263.8803,0.0,False
136,12,401.6764,out_of_sample,CVaR,263.8803,0.0,False
136,13,393.9661,out_of_sample,CVaR,263.8803,0.0,False
136,14,395.1287,out_of_sample,CVaR,263.8803,0.0,False
136,15,396.5803,out_of_sample,CVaR,263.8803,0.0,False
136,16,394.8531,out_of_sample,CVaR,263.8803,0.0,False
136,17,408.7348,out_of_sample,CVaR,263.8803,0.0,False
136,18,392.6397,out_of_sample,CVaR,263.8803,0.0,False
136,19,377.6481,out_of_sample,CVaR,263.8803,0.0,False
136,20,384.3634,out_of_sample,CVaR,263.8803,0.0,False
136,21,391.2337,out_of_sample,CVaR,263.8803,0.0,False
136,22,400.4079,out_of_sample,CVaR,263.8803,0.0,False
136,23,399.1108,out_of_sample,CVaR,263.8803,0.0,False
136,24,394.2545,out_of_sample,CVaR,263.8803,0.0,False
136,25,399.1738,out_of_sample,CVaR,263.8803,0.0,False
136,26,399.2577,out_of_sample,CVaR,263.8803,0.0,False
136,27,419.3649,out_of_sample,CVaR,263.8803,0.0,False
136,28,418.4213,out_of_sample,CVaR,263.8803,0.0,False
136,29,420.4227,out_of_sample,CVaR,263.8803,0.0,False
136,30,447.5962,out_of_sample,CVaR,263.8803,0.0,False
136,31,444.9363,out_of_sample,CVaR,263.8803,0.0,False
136,32,450.2355,out_of_sample,CVaR,263.8803,0.0,False
136,33,455.9307,out_of_sample,CVaR,263.8803,0.0,False
136,34,461.9216,out_of_sample,CVaR,263.8803,0.0,False
136,35,462.899,out_of_sample,CVaR,263.8803,0.0,False
136,36,462.9217,out_of_sample,CVaR,263.8803,0.0,False
136,37,462.1185,out_of_sample,CVaR,263.8803,0.0,False
136,38,454.7519,out_of_sample,CVaR,263.8803,0.0,False
136,39,457.3778,out_of_sample,CVaR,263.8803,0.0,False
136,40,476.8019,out_of_sample,CVaR,263.8803,0.0,False
136,41,485.7851,out_of_sample,CVaR,263.8803,0.0,False
136,42,484.6786,out_of_sample,CVaR,263.8803,0.0,False
136,43,489.2657,out_of_sample,CVaR,263.8803,0.0,False
136,44,476.0787,out_of_sample,CVaR,263.8803,0.0,False
136,45,470.5715,out_of_sample,CVaR,263.8803,0.0,False
136,46,477.8034,out_of_sample,CVaR,263.8803,0.0,False
136,47,489.539,out_of_sample,CVaR,263.8803,0.0,False
136,48,477.2481,out_of_sample,CVaR,263.8803,0.0,False
136,49,469.2507,out_of_sample,CVaR,263.8803,0.0,False
136,50,488.7928,out_of_sample,CVaR,263.8803,0.0,False
136,51,485.0537,out_of_sample,CVaR,263.8803,0.0,False
136,52,498.9346,out_of_sample,CVaR,263.8803,0.0,False
136,53,494.8716,out_of_sample,CVaR,263.8803,0.0,False
136,54,491.5635,out_of_sample,CVaR,263.8803,0.0,False
136,55,482.9984,out_of_sample,CVaR,263.8803,0.0,False
136,56,487.794,out_of_sample,CVaR,263.8803,0.0,False
136,57,496.0103,out_of_sample,CVaR,263.8803,0.0,False
136,58,479.1494,out_of_sample,CVaR,263.8803,0.0,False
136,59,470.9683,out_of_sample,CVaR,263.8803,0.0,False
136,60,476.2713,out_of_sample,CVaR,263.8803,0.0,False
137,1,392.6265,out_of_sample,CVaR,263.8803,0.0,False
137,2,388.2615,out_of_sample,CVaR,263.8803,0.0,False
137,3,391.2363,out_of_sample,CVaR,263.8803,0.0,False
137,4,379.8396,out_of_sample,CVaR,263.8803,0.0,False
137,5,373.1309,out_of_sample,CVaR,263.8803,0.0,False
137,6,377.6089,out_of_sample,CVaR,263.8803,0.0,False
137,7,380.8002,out_of_sample,CVaR,263.8803,0.0,False
137,8,373.7955,out_of_sample,CVaR,263.8803,0.0,False
137,9,370.3004,out_of_sample,CVaR,263.8803,0.0,False
137,10,363.8829,out_of_sample,CVaR,263.8803,0.0,False
137,11,373.5729,out_of_sample,CVaR,263.8803,0.0,False
137,12,357.9962,out_of_sample,CVaR,263.8803,0.0,False
137,13,353.9579,out_of_sample,CVaR,263.8803,0.0,False
137,14,341.9842,out_of_sample,CVaR,263.8803,0.0,False
137,15,354.3448,out_of_sample,CVaR,263.8803,0.0,False
137,16,343.0665,out_of_sample,CVaR,263.8803,0.0,False
137,17,351.5318,out_of_sample,CVaR,263.8803,0.0,False
137,18,375.0885,out_of_sample,CVaR,263.8803,0.0,False
137,19,396.1705,out_of_sample,CVaR,263.8803,0.0,False
137,20,379.9267,out_of_sample,CVaR,263.8803,0.0,False
137,21,386.6572,out_of_sample,CVaR,263.8803,0.0,False
137,22,379.6737,out_of_sample,CVaR,263.8803,0.0,False
137,23,371.4402,out_of_sample,CVaR,263.8803,0.0,False
137,24,374.9323,out_of_sample,CVaR,263.8803,0.0,False
137,25,391.3523,out_of_sample,CVaR,263.8803,0.0,False
137,26,399.4346,out_of_sample,CVaR,263.8803,0.0,False
137,27,393.3092,out_of_sample,CVaR,263.8803,0.0,False
137,28,402.0233,out_of_sample,CVaR,263.8803,0.0,False
137,29,380.1012,out_of_sample,CVaR,263.8803,0.0,False
137,30,375.6102,out_of_sample,CVaR,263.8803,0.0,False
137,31,370.839,out_of_sample,CVaR,263.8803,0.0,False
137,32,375.5521,out_of_sample,CVaR,263.8803,0.0,False
137,33,376.7788,out_of_sample,CVaR,263.8803,0.0,False
137,34,378.3653,out_of_sample,CVaR,263.8803,0.0,False
137,35,379.3267,out_of_sample,CVaR,263.8803,0.0,False
137,36,382.0479,out_of_sample,CVaR,263.8803,0.0,False
137,37,389.5314,out_of_sample,CVaR,263.8803,0.0,False
137,38,392.1295,out_of_sample,CVaR,263.8803,0.0,False
137,39,390.0103,out_of_sample,CVaR,263.8803,0.0,False
137,40,394.9494,out_of_sample,CVaR,263.8803,0.0,False
137,41,403.4955,out_of_sample,CVaR,263.8803,0.0,False
137,42,397.1645,out_of_sample,CVaR,263.8803,0.0,False
137,43,396.544,out_of_sample,CVaR,263.8803,0.0,False
137,44,408.2111,out_of_sample,CVaR,263.8803,0.0,False
137,45,395.8473,out_of_sample,CVaR,263.8803,0.0,False
137,46,414.0739,out_of_sample,CVaR,263.8803,0.0,False
137,47,398.7231,out_of_sample,CVaR,263.8803,0.0,False
137,48,395.217,out_of_sample,CVaR,263.8803,0.0,False
137,49,386.164,out_of_sample,CVaR,263.8803,0.0,False
137,50,409.6747,out_of_sample,CVaR,263.8803,0.0,False
137,51,403.5626,out_of_sample,CVaR,263.8803,0.0,False
137,52,398.3344,out_of_sample,CVaR,263.8803,0.0,False
137,53,395.1731,out_of_sample,CVaR,263.8803,0.0,False
137,54,397.2056,out_of_sample,CVaR,263.8803,0.0,False
137,55,394.9155,out_of_sample,CVaR,263.8803,0.0,False
137,56,395.0272,out_of_sample,CVaR,263.8803,0.0,False
137,57,361.3418,out_of_sample,CVaR,263.8803,0.0,False
137,58,367.7485,out_of_sample,CVaR,263.8803,0.0,False
137,59,373.1841,out_of_sample,CVaR,263.8803,0.0,False
137,60,388.3694,out_of_sample,CVaR,263.8803,0.0,False
138,1,500.4433,out_of_sample,CVaR,263.8803,0.0,False
138,2,512.8056,out_of_sample,CVaR,263.8803,0.0,False
138,3,510.4807,out_of_sample,CVaR,263.8803,0.0,False
138,4,502.4975,out_of_sample,CVaR,263.8803,0.0,False
138,5,505.6377,out_of_sample,CVaR,263.8803,0.0,False
138,6,524.4239,out_of_sample,CVaR,263.8803,0.0,False
138,7,528.9102,out_of_sample,CVaR,263.8803,0.0,False
138,8,546.1479,out_of_sample,CVaR,263.8803,0.0,False
138,9,538.9849,out_of_sample,CVaR,263.8803,0.0,False
138,10,550.752,out_of_sample,CVaR,263.8803,0.0,False
138,11,544.1955,out_of_sample,CVaR,263.8803,0.0,False
138,12,547.2731,out_of_sample,CVaR,263.8803,0.0,False
138,13,549.951,out_of_sample,CVaR,263.8803,0.0,False
138,14,556.7955,out_of_sample,CVaR,263.8803,0.0,False
138,15,558.7351,out_of_sample,CVaR,263.8803,0.0,False
138,16,550.5512,out_of_sample,CVaR,263.8803,0.0,False
138,17,559.5378,out_of_sample,CVaR,263.8803,0.0,False
138,18,575.9392,out_of_sample,CVaR,263.8803,0.0,False
138,19,567.1844,out_of_sample,CVaR,263.8803,0.0,False
138,20,546.9204,out_of_sample,CVaR,263.8803,0.0,False
138,21,552.3776,out_of_sample,CVaR,263.8803,0.0,False
138,22,548.8095,out_of_sample,CVaR,263.8803,0.0,False
138,23,547.5971,out_of_sample,CVaR,263.8803,0.0,False
138,24,553.3234,out_of_sample,CVaR,263.8803,0.0,False
138,25,548.1527,out_of_sample,CVaR,263.8803,0.0,False
138,26,545.3907,out_of_sample,CVaR,263.8803,0.0,False
138,27,544.5591,out_of_sample,CVaR,263.8803,0.0,False
138,28,559.4381,out_of_sample,CVaR,263.8803,0.0,False
138,29,558.0491,out_of_sample,CVaR,263.8803,0.0,False
138,30,544.0876,out_of_sample,CVaR,263.8803,0.0,False
138,31,532.1234,out_of_sample,CVaR,263.8803,0.0,False
138,32,534.877,out_of_sample,CVaR,263.8803,0.0,False
138,33,524.5533,out_of_sample,CVaR,263.8803,0.0,False
138,34,511.0897,out_of_sample,CVaR,263.8803,0.0,False
138,35,521.1814,out_of_sample,CVaR,263.8803,0.0,False
138,36,530.5256,out_of_sample,CVaR,263.8803,0.0,False
138,37,528.2098,out_of_sample,CVaR,263.8803,0.0,False
138,38,532.7918,out_of_sample,CVaR,263.8803,0.0,False
138,39,535.786,out_of_sample,CVaR,263.8803,0.0,False
138,40,542.5968,out_of_sample,CVaR,263.8803,0.0,False
138,41,548.6628,out_of_sample,CVaR,263.8803,0.0,False
138,42,521.961,out_of_sample,CVaR,263.8803,0.0,False
138,43,522.198,out_of_sample,CVaR,263.8803,0.0,False
138,44,530.0885,out_of_sample,CVaR,263.8803,0.0,False
138,45,527.8621,out_of_sample,CVaR,263.8803,0.0,False
138,46,530.4982,out_of_sample,CVaR,263.8803,0.0,False
138,47,540.1061,out_of_sample,CVaR,263.8803,0.0,False
138,48,542.02,out_of_sample,CVaR,263.8803,0.0,False
138,49,558.1435,out_of_sample,CVaR,263.8803,0.0,False
138,50,568.7035,out_of_sample,CVaR,263.8803,0.0,False
138,51,565.7313,out_of_sample,CVaR,263.8803,0.0,False
138,52,562.5203,out_of_sample,CVaR,263.8803,0.0,False
138,53,533.3781,out_of_sample,CVaR,263.8803,0.0,False
138,54,533.1829,out_of_sample,CVaR,263.8803,0.0,False
138,55,522.9591,out_of_sample,CVaR,263.8803,0.0,False
138,56,529.9248,out_of_sample,CVaR,263.8803,0.0,False
138,57,535.5891,out_of_sample,CVaR,263.8803,0.0,False
138,58,546.2202,out_of_sample,CVaR,263.8803,0.0,False
138,59,562.7974,out_of_sample,CVaR,263.8803,0.0,False
138,60,563.3647,out_of_sample,CVaR,263.8803,0.0,False
139,1,348.7327,out_of_sample,CVaR,263.8803,0.0,False
139,2,349.7651,out_of_sample,CVaR,263.8803,0.0,False
139,3,360.2537,out_of_sample,CVaR,263.8803,0.0,False
139,4,354.0053,out_of_sample,CVaR,263.8803,0.0,False
139,5,354.899,out_of_sample,CVaR,263.8803,0.0,False
139,6,356.9389,out_of_sample,CVaR,263.8803,0.0,False
139,7,355.733,out_of_sample,CVaR,263.8803,0.0,False
139,8,367.1229,out_of_sample,CVaR,263.8803,0.0,False
139,9,375.2883,out_of_sample,CVaR,263.8803,0.0,False
139,10,387.5579,out_of_sample,CVaR,263.8803,0.0,False
139,11,383.2005,out_of_sample,CVaR,263.8803,0.0,False
139,12,394.5139,out_of_sample,CVaR,263.8803,0.0,False
139,13,378.6095,out_of_sample,CVaR,263.8803,0.0,False
139,14,364.169,out_of_sample,CVaR,263.8803,0.0,False
139,15,353.0023,out_of_sample,CVaR,263.8803,0.0,False
139,16,355.1984,out_of_sample,CVaR,263.8803,0.0,False
139,17,368.8546,out_of_sample,CVaR,263.8803,0.0,False
139,18,362.6199,out_of_sample,CVaR,263.8803,0.0,False
139,19,358.1835,out_of_sample,CVaR,263.8803,0.0,False
139,20,356.6866,out_of_sample,CVaR,263.8803,0.0,False
139,21,363.064,out_of_sample,CVaR,263.8803,0.0,False
139,22,357.9855,out_of_sample,CVaR,263.8803,0.0,False
139,23,352.7817,out_of_sample,CVaR,263.8803,0.0,False
139,24,339.9163,out_of_sample,CVaR,263.8803,0.0,False
139,25,336.1769,out_of_sample,CVaR,263.8803,0.0,False
139,26,350.2365,out_of_sample,CVaR,263.8803,0.0,False
139,27,351.6158,out_of_sample,CVaR,263.8803,0.0,False
139,28,344.409,out_of_sample,CVaR,263.8803,0.0,False
139,29,357.7294,out_of_sample,CVaR,263.8803,0.0,False
139,30,351.1561,out_of_sample,CVaR,263.8803,0.0,False
139,31,365.3579,out_of_sample,CVaR,263.8803,0.0,False
139,32,377.6429,out_of_sample,CVaR,263.8803,0.0,False
139,33,374.9448,out_of_sample,CVaR,263.8803,0.0,False
139,34,357.008,out_of_sample,CVaR,263.8803,0.0,False
139,35,379.1028,out_of_sample,CVaR,263.8803,0.0,False
139,36,379.5377,out_of_sample,CVaR,263.8803,0.0,False
139,37,372.8365,out_of_sample,CVaR,263.8803,0.0,False
139,38,379.7808,out_of_sample,CVaR,263.8803,0.0,False
139,39,383.4068,out_of_sample,CVaR,263.8803,0.0,False
139,40,392.7483,out_of_sample,CVaR,263.8803,0.0,False
139,41,381.3097,out_of_sample,CVaR,263.8803,0.0,False
139,42,381.1339,out_of_sample,CVaR,263.8803,0.0,False
139,43,366.0244,out_of_sample,CVaR,263.8803,0.0,False
139,44,371.3435,out_of_sample,CVaR,263.8803,0.0,False
139,45,369.2284,out_of_sample,CVaR,263.8803,0.0,False
139,46,370.505,out_of_sample,CVaR,263.8803,0.0,False
139,47,367.4531,out_of_sample,CVaR,263.8803,0.0,False
139,48,363.8173,out_of_sample,CVaR,263.8803,0.0,False
139,49,354.5381,out_of_sample,CVaR,263.8803,0.0,False
139,50,363.0464,out_of_sample,CVaR,263.8803,0.0,False
139,51,377.607,out_of_sample,CVaR,263.8803,0.0,False
139,52,370.0288,out_of_sample,CVaR,263.8803,0.0,False
139,53,374.5242,out_of_sample,CVaR,263.8803,0.0,False
139,54,377.3177,out_of_sample,CVaR,263.8803,0.0,False
139,55,375.5739,out_of_sample,CVaR,263.8803,0.0,False
139,56,358.7175,out_of_sample,CVaR,263.8803,0.0,False
139,57,346.1448,out_of_sample,CVaR,263.8803,0.0,False
139,58,340.2828,out_of_sample,CVaR,263.8803,0.0,False
139,59,321.5241,out_of_sample,CVaR,263.8803,0.0,False
139,60,340.4509,out_of_sample,CVaR,263.8803,0.0,False
140,1,399.4832,out_of_sample,CVaR,263.8803,0.0,False
140,2,408.7779,out_of_sample,CVaR,263.8803,0.0,False
140,3,436.6841,out_of_sample,CVaR,263.8803,0.0,False
140,4,434.5328,out_of_sample,CVaR,263.8803,0.0,False
140,5,448.2309,out_of_sample,CVaR,263.8803,0.0,False
140,6,446.8001,out_of_sample,CVaR,263.8803,0.0,False
140,7,450.8297,out_of_sample,CVaR,263.8803,0.0,False
140,8,465.8942,out_of_sample,CVaR,263.8803,0.0,False
140,9,463.456,out_of_sample,CVaR,263.8803,0.0,False
140,10,457.7692,out_of_sample,CVaR,263.8803,0.0,False
140,11,473.737,out_of_sample,CVaR,263.8803,0.0,False
140,12,473.9455,out_of_sample,CVaR,263.8803,0.0,False
140,13,484.4604,out_of_sample,CVaR,263.8803,0.0,False
140,14,475.8187,out_of_sample,CVaR,263.8803,0.0,False
140,15,488.9993,out_of_sample,CVaR,263.8803,0.0,False
140,16,489.1319,out_of_sample,CVaR,263.8803,0.0,False
140,17,490.724,out_of_sample,CVaR,263.8803,0.0,False
140,18,488.959,out_of_sample,CVaR,263.8803,0.0,False
140,19,480.9034,out_of_sample,CVaR,263.8803,0.0,False
140,20,478.726,out_of_sample,CVaR,263.8803,0.0,False
140,21,472.281,out_of_sample,CVaR,263.8803,0.0,False
140,22,480.519,out_of_sample,CVaR,263.8803,0.0,False
140,23,476.0403,out_of_sample,CVaR,263.8803,0.0,False
140,24,459.0733,out_of_sample,CVaR,263.8803,0.0,False
140,25,442.2341,out_of_sample,CVaR,263.8803,0.0,False
140,26,426.8768,out_of_sample,CVaR,263.8803,0.0,False
140,27,436.7575,out_of_sample,CVaR,263.8803,0.0,False
140,28,427.7211,out_of_sample,CVaR,263.8803,0.0,False
140,29,434.2638,out_of_sample,CVaR,263.8803,0.0,False
140,30,438.381,out_of_sample,CVaR,263.8803,0.0,False
140,31,440.0024,out_of_sample,CVaR,263.8803,0.0,False
140,32,446.4877,out_of_sample,CVaR,263.8803,0.0,False
140,33,449.4374,out_of_sample,CVaR,263.8803,0.0,False
140,34,423.4122,out_of_sample,CVaR,263.8803,0.0,False
140,35,424.446,out_of_sample,CVaR,263.8803,0.0,False
140,36,432.9327,out_of_sample,CVaR,263.8803,0.0,False
140,37,452.6563,out_of_sample,CVaR,263.8803,0.0,False
140,38,470.5914,out_of_sample,CVaR,263.8803,0.0,False
140,39,456.0066,out_of_sample,CVaR,263.8803,0.0,False
140,40,453.4452,out_of_sample,CVaR,263.8803,0.0,False
140,41,439.1754,out_of_sample,CVaR,263.8803,0.0,False
140,42,457.6337,out_of_sample,CVaR,263.8803,0.0,False
140,43,468.9688,out_of_sample,CVaR,263.8803,0.0,False
140,44,472.4874,out_of_sample,CVaR,263.8803,0.0,False
